time,sha1_cert,reason
2/15/17 8:40,41a180cfb9e2ec1b709d2fe8c62dcf5a7e8c911e,Gootkit C&C
2/14/17 15:55,888730fb84c11dd0aeff4999104b4779a8f6deb0,TorrentLocker C&C
2/14/17 14:38,f3bea1f2ef233f48b83d60fd6b6ae8d1f0b95573,Gozi MITM
2/14/17 14:36,63158d8297be13aeb41e57d3f3e09b90086f6d0d,Gozi MITM
2/13/17 8:17,e3a06ba97d6e74c1a2f8e4bb79a08ad49e232611,Gozi MITM
2/10/17 12:51,abf5ce4f1c125257600159681825152a8ae87e1b,TorrentLocker C&C
2/9/17 13:27,935c76426a91f4bc38a0f876b53b0bc27a57ba83,Dridex C&C
2/9/17 8:07,b093d2ee304ee3f3aa7b3eac7a848fce0e4b9095,TorrentLocker C&C
2/8/17 9:07,66e87d1e559f4c28c45cef852f74d137212a0e6f,TorrentLocker C&C
2/8/17 9:07,ba6c9797221f841e9f488bcc2ed08059397091bf,TorrentLocker C&C
2/8/17 7:05,2413e0ce45539f0acf61d0ccd876df978c4670c7,Chthonic MITM
2/8/17 6:43,2126965507ebde325e1bc42ca14d3d1f681b96eb,Dridex C&C
